names,scores,logfoldchanges,pvals,pvals_adj
MRPS7,16.638174,1.5897847,3.6868644944869865e-62,3.288872199056468e-60
BUB3,16.623398,1.4405284,4.718039966767578e-62,4.184888084970528e-60
KDELR2,16.62346,1.5436648,4.713092059793704e-62,4.184888084970528e-60
MRPS15,16.621717,1.5987136,4.85224995980916e-62,4.291773968688831e-60
NDUFAF8,16.616407,1.4998227,5.30162223062128e-62,4.676030807407969e-60
SEM1,16.613194,1.4273853,5.5934874937631104e-62,4.91959794711283e-60
ACTB,16.612923,1.3711202,5.6187658731448135e-62,4.927988186387598e-60
MYDGF,16.608597,1.5282168,6.038842296482329e-62,5.281625450982073e-60
MRPL14,16.60349,1.4384373,6.575329321421583e-62,5.734822740474406e-60
SRA1,16.599638,1.8196929,7.011320464759339e-62,6.098095974224435e-60
TERF2IP,16.598333,1.3717982,7.165294605575015e-62,6.214751783799426e-60
PRPF38B,16.584526,1.3637508,9.017425753244644e-62,7.799575076238757e-60
CD3E,16.582926,1.4755735,9.260722581807354e-62,7.98794723853912e-60
POU2F2,16.571213,2.041775,1.1253174393629933e-61,9.679894050520518e-60
TXNL4A,16.570976,1.5040401,1.1297598236528784e-61,9.691482147505555e-60
LSM7,16.570517,1.4405121,1.1384192096214575e-61,9.7390830252616e-60
PRPF40A,16.568598,1.5501658,1.1753609594988244e-61,1.0027718529391743e-59
CBFB,16.553755,1.7828349,1.504232099167899e-61,1.279864436332774e-59
DDX24,16.551662,1.2969546,1.5574359462670434e-61,1.3215413797714743e-59
EIF4EBP1,16.547709,2.0880146,1.6631518019786376e-61,1.4074309749122464e-59
HNRNPF,16.543001,1.3817977,1.7983485581287243e-61,1.5177383208509026e-59
TIMM10,16.54102,1.6703401,1.8584821136837396e-61,1.5642724048804185e-59
CKS2,16.53894,2.0599678,1.923762788391811e-61,1.6148776586417155e-59
HSD17B10,16.538406,1.5596879,1.9409095606887974e-61,1.6249149533349447e-59
AL136380.1,16.536478,1.6576442,2.0040479249713442e-61,1.6688495898611107e-59
RAN,16.53656,1.5656445,2.0012606994247155e-61,1.6688495898611107e-59
PGK1,16.535484,1.3733991,2.0373725053278894e-61,1.6921000136424814e-59
THOC7,16.533253,1.4712571,2.114201463049237e-61,1.7512635452257848e-59
RPSAP58,16.531088,1.5616562,2.191552401771222e-61,1.8105461016321562e-59
KARS,16.529547,1.4853042,2.2482998928599534e-61,1.8525399459299472e-59
CSK,16.521978,1.9985005,2.5489973370331223e-61,2.0947941107570626e-59
RRP7A,16.513906,1.6614836,2.9139459106566246e-61,2.38844398975313e-59
PSME2,16.51354,1.5427942,2.9317185534966724e-61,2.3967373271157782e-59
MRPL27,16.511099,1.7181455,3.0527118717533188e-61,2.4826873095186536e-59
CCT5,16.51124,1.6125934,3.0456144598516115e-61,2.4826873095186536e-59
JAK1,16.509747,1.4303855,3.121886287028503e-61,2.5323673972318514e-59
PFDN4,16.507236,1.4735048,3.254539028651509e-61,2.6331491350415353e-59
H2AFY,16.504637,1.5518692,3.397759247416679e-61,2.7419391699964854e-59
SNRPB2,16.500473,1.378362,3.6403376498346394e-61,2.9301442713103443e-59
CCL3,16.50022,2.9256146,3.65566268833764e-61,2.934934729090765e-59
GTF2A2,16.49488,1.4606866,3.993452045034058e-61,3.1979278000527206e-59
XRCC5,16.480068,1.4096792,5.102790540460331e-61,4.07585394419269e-59
CNPY2,16.479439,1.4553882,5.156150247313383e-61,4.107995429863342e-59
CCDC12,16.471283,1.3818301,5.9005318465315556e-61,4.689125701694151e-59
WDR1,16.465601,1.4596105,6.48148239387834e-61,5.137764436322145e-59
NMT1,16.462494,1.5896214,6.822935612436101e-61,5.394771135378454e-59
MAGOH,16.460304,1.3883623,7.074421859807566e-61,5.579527023990799e-59
NDUFAF3,16.45617,1.3845935,7.574424012845562e-61,5.958864077040387e-59
MCRIP1,16.454597,1.7241476,7.773696620927176e-61,6.100306137790746e-59
PPM1G,16.451233,1.5383726,8.217862283485017e-61,6.432737148954984e-59
STRAP,16.438951,1.4876826,1.0064510717303152e-60,7.858600874550598e-59
AIMP1,16.433004,1.475233,1.1102059236311592e-60,8.647178526073439e-59
EIF1AX,16.430819,1.6012571,1.1509334660554521e-60,8.942153289246219e-59
NOP16,16.429464,1.892447,1.1769269866091026e-60,9.121475464781588e-59
JUNB,16.4289,1.5016443,1.1879637106230412e-60,9.184279442794579e-59
YWHAZ,16.427505,1.4474021,1.2155884925600635e-60,9.374702288312352e-59
GNB2,16.418442,1.4963362,1.4114507207649046e-60,1.0858460323800966e-58
HMGN1,16.415478,1.4636974,1.4821056824868035e-60,1.1374071329496155e-58
PAPOLA,16.410948,1.3974465,1.5969528815351207e-60,1.2225474736857253e-58
CAPZB,16.408743,1.3645742,1.6559716041997276e-60,1.2646372414414066e-58
CHMP2A,16.402813,1.4280664,1.8258542078591135e-60,1.3909810487171948e-58
UFD1,16.389227,1.5166074,2.283278178319366e-60,1.735235996149458e-58
HSPA9,16.38703,1.5564426,2.3673036905791812e-60,1.7947371877899453e-58
DCTPP1,16.38213,1.7841271,2.56602573079913e-60,1.940696416836994e-58
TSPO,16.3667,1.2900072,3.306700869383655e-60,2.494846046295702e-58
SF3B5,16.366194,1.4169632,3.334259938767482e-60,2.5095916572776114e-58
AK6,16.349625,1.5776719,4.376635716223264e-60,3.286255177713828e-58
TUFM,16.34734,1.404946,4.543864278725642e-60,3.403658718449249e-58
RHOF,16.3387,1.6419693,5.235870881183234e-60,3.912657593334802e-58
CELF2,16.336905,1.7425187,5.392244164945848e-60,4.0199180249671294e-58
LCK,16.329016,1.3692939,6.13672962943474e-60,4.564065117036369e-58
SS18L2,16.325428,1.4071511,6.508289754978265e-60,4.8289350833678785e-58
FAM107B,16.314465,1.467474,7.788511446620369e-60,5.7651556005940984e-58
HSPE1,16.31162,1.4733524,8.15990031023312e-60,6.0258169484365384e-58
AC099789.1,16.310368,1.6209933,8.329114428942807e-60,6.136303573755958e-58
ANP32E,16.289701,1.5839714,1.167971834657828e-59,8.564488551515516e-58
ATP5A1,16.289824,1.3094329,1.1656520205868263e-59,8.564488551515516e-58
GRK6,16.288662,1.9121844,1.1879990346970405e-59,8.690990134439027e-58
PRR13,16.284185,1.3599235,1.2781843130153578e-59,9.328957814644258e-58
NUTF2,16.280233,1.5403761,1.3634608324694505e-59,9.928214447779293e-58
ATP5J2,16.273312,1.4371412,1.5267249826547517e-59,1.1091249636172373e-57
TALDO1,16.269766,1.4827843,1.6177330848166023e-59,1.1725194587660333e-57
FRMD4B,16.255064,2.5277243,2.0565335854709886e-59,1.4871160068055917e-57
RPIA,16.251064,1.8668834,2.1952136215189122e-59,1.5837404079119506e-57
GSPT1,16.250181,1.5438656,2.22704653228883e-59,1.6030127349998978e-57
LAMTOR5,16.247091,1.3742046,2.3421667957194973e-59,1.6820088197425041e-57
KIF5B,16.238289,1.4979124,2.7036424762688125e-59,1.93715674083416e-57
GNL3,16.221699,1.6443573,3.5425949487872483e-59,2.5324701014035966e-57
FAM49B,16.209728,1.3583412,4.304701415645438e-59,3.070262096247706e-57
COX17,16.208025,1.4831324,4.425595765232819e-59,3.1493142955728364e-57
GNG5,16.199839,1.3985485,5.055937029895386e-59,3.5897152912257237e-57
EEF1B2P3,16.198843,1.4902685,5.138472617445783e-59,3.6400614507883463e-57
SYNGR2,16.19269,1.7792882,5.6790710136637595e-59,4.013936625481399e-57
NAP1L4,16.175404,1.4747773,7.520217611452898e-59,5.303277784509048e-57
APOBEC3G,16.168772,1.5811838,8.375202426678539e-59,5.892942992847905e-57
ZFP36L1,16.167612,1.6546189,8.534279662856342e-59,5.991408756136658e-57
ATP6V0B,16.166264,1.390233,8.723034832681222e-59,6.110222452932478e-57
ERH,16.164515,1.4207513,8.974067235671405e-59,6.272031678930968e-57
SF3B6,16.160769,1.346849,9.536443153746312e-59,6.650235447370841e-57
PARP1,16.159887,1.6432581,9.673963498339146e-59,6.731143802144377e-57
RPL7AP6,16.153976,1.4621445,1.0647101297862825e-58,7.391826801272348e-57
DDX46,16.152176,1.3563179,1.0962582122601931e-58,7.594013469928962e-57
SUMO2,16.151049,1.5362675,1.1164895811334694e-58,7.717087257145709e-57
SNRPD3,16.148945,1.5260706,1.1552054470553929e-58,7.967100826597226e-57
SMIM12,16.148603,1.6439525,1.1616223829865016e-58,7.993749106305572e-57
ENSA,16.139486,1.3417517,1.3465854506592703e-58,9.246258124033424e-57
TGFB1,16.139112,1.7614688,1.3547511212541336e-58,9.28197206949413e-57
COPE,16.126513,1.32145,1.6614033450387838e-58,1.1358122300547894e-56
RBM25,16.108515,1.3921444,2.2229980044509448e-58,1.5164333446048698e-56
AC026403.1,16.106564,1.5676603,2.2942726721306744e-58,1.561651557327903e-56
EBNA1BP2,16.101568,1.8535453,2.4871659470732605e-58,1.6892766370674805e-56
ANAPC11,16.099579,1.3489248,2.5684417394045732e-58,1.740703015205554e-56
TSR3,16.092388,1.7028807,2.884891005444193e-58,1.950946485344776e-56
RSL1D1,16.088436,1.360604,3.0750391314689845e-58,2.0750549621858917e-56
MRPS18C,16.086647,1.3225805,3.165246522065291e-58,2.1313340613416414e-56
METAP2,16.074354,1.3921881,3.859912272440703e-58,2.5935131579912202e-56
SMC3,16.07327,1.6694399,3.928011666428499e-58,2.6336182716818574e-56
VASP,16.056879,1.5509268,5.116595143866929e-58,3.423198943367893e-56
BCL2,16.056295,2.4469745,5.1648873773420324e-58,3.4481404834105836e-56
FAM177A1,16.054548,1.4565448,5.3125053351889525e-58,3.5391458414915166e-56
LSM5,16.054281,1.3200356,5.335350106663185e-58,3.546818411671571e-56
C4orf48,16.053719,1.3706602,5.383879616696094e-58,3.571496921151936e-56
TMBIM4,16.04432,1.4628024,6.264259002332443e-58,4.146727560719474e-56
MRPL4,16.039375,1.7894212,6.783332665589546e-58,4.480863482959373e-56
BCL2L1,16.034983,2.2031043,7.280337360669751e-58,4.799045117893276e-56
AP2M1,16.03384,1.2903907,7.415470554651796e-58,4.877852910434924e-56
PSMC1,16.031736,1.5713043,7.670987758617555e-58,5.035352153251033e-56
SLC25A5,16.031166,1.3580792,7.741708889900774e-58,5.071143243759061e-56
EIF3G,16.020868,1.3310175,9.136648438983563e-58,5.972392469165226e-56
TMEM208,16.01798,1.6315975,9.570810668084813e-58,6.243159433925075e-56
SLC25A3,16.016655,1.382656,9.776899687900036e-58,6.364334846732599e-56
CNBP,16.010977,1.3757807,1.0711545039365246e-57,6.943875501605905e-56
CST7,16.011063,1.4426658,1.0696756641903366e-57,6.943875501605905e-56
MRPS34,16.000319,1.4418421,1.2712404179434261e-57,8.223927422774094e-56
COX20,15.995018,1.42231,1.3841793731607734e-57,8.936090794440615e-56
PSMA7,15.987705,1.5334396,1.5565903150363802e-57,1.0028477233354754e-55
HNRNPD,15.96955,1.4695922,2.082822197227121e-57,1.3391220907059218e-55
PPP4C,15.966049,1.3481792,2.203057695282235e-57,1.413523350347993e-55
HSP90B1,15.9645605,1.4199084,2.256247428863283e-57,1.4446904549108027e-55
IDI1,15.950928,1.5771003,2.80697658916319e-57,1.7936580404752782e-55
UBE2L3,15.943439,1.6403979,3.1645020950494424e-57,2.0179984745029144e-55
FAM96B,15.938837,1.3988316,3.406342898423116e-57,2.1678049287098818e-55
CMSS1,15.928917,1.7271405,3.992145650321689e-57,2.535457859172868e-55
PSMB9,15.926499,1.3608721,4.149468793776557e-57,2.6300408380959065e-55
DYNLT1,15.925105,1.3621765,4.2429982882636143e-57,2.6838892808852935e-55
PUF60,15.921702,1.526751,4.480177411373157e-57,2.828202317086793e-55
RBMX,15.920761,1.4631926,4.5480937608603905e-57,2.8652990693420462e-55
WARS,15.913551,1.5483284,5.103448071928791e-57,3.208716116067518e-55
PHB2,15.912881,1.5855772,5.158438564436151e-57,3.2367909797807683e-55
EEF1E1,15.911051,1.6989926,5.311479389312262e-57,3.326154623175125e-55
LSM3,15.910283,1.304108,5.376978626080459e-57,3.3604506539162725e-55
RHOG,15.905141,1.3834648,5.837221782430895e-57,3.633583523453156e-55
GNG2,15.905241,1.7899892,5.827849923270822e-57,3.633583523453156e-55
ACTG1,15.902555,1.6612577,6.083175262231609e-57,3.7791726316613865e-55
METTL26,15.897568,1.42169,6.587273705259474e-57,4.084240138324344e-55
STARD7,15.893985,2.042108,6.97488337418797e-57,4.316019235754931e-55
AP2S1,15.892956,1.3661699,7.090388001400512e-57,4.378839027847168e-55
VDAC2,15.889432,1.3562503,7.500451794407452e-57,4.6229654750923566e-55
IER3,15.88913,1.8913584,7.536658746687425e-57,4.6361556388512765e-55
DAZAP1,15.879706,1.5754392,8.758777691737061e-57,5.377374280509394e-55
PTPN6,15.878685,1.9664414,8.902503216276199e-57,5.454917381699101e-55
RPS7P3,15.873716,1.4807774,9.636191628845532e-57,5.892945236148095e-55
REXO2,15.871974,1.4705446,9.907459781069473e-57,6.047026768129947e-55
GPATCH4,15.86852,1.9264205,1.0468129573174225e-56,6.376801654973894e-55
CD247,15.868205,1.4892703,1.0520704285108876e-56,6.3963839198260975e-55
SET,15.866734,1.4563318,1.0770271059408788e-56,6.535425525991252e-55
COTL1,15.861792,1.3614832,1.1652141410377943e-56,7.056870400393497e-55
PSMB4,15.8568125,1.4410555,1.2613487909720865e-56,7.624342083808302e-55
CLPP,15.8439045,1.5468382,1.5489624209282976e-56,9.344809703600372e-55
RAB7A,15.843001,1.3429526,1.571385441039525e-56,9.461855681613187e-55
WDR43,15.839651,1.8268881,1.6573806151651693e-56,9.960507570333325e-55
ISCU,15.825254,1.319917,2.0835467906933993e-56,1.2497688422107475e-54
RRP15,15.819743,1.8565117,2.2741918211959044e-56,1.361514724922848e-54
EMC7,15.817311,1.5647686,2.363743041202129e-56,1.4124266863183176e-54
RSL24D1,15.816363,1.4196489,2.399580494695329e-56,1.4311098070362942e-54
HSPB1,15.816034,1.1068834,2.4121546786817283e-56,1.435874052171171e-54
SRI,15.810917,1.3037131,2.6163143637547325e-56,1.554448179194012e-54
CCT2,15.810546,1.39357,2.6317705846181733e-56,1.5606698631624928e-54
CCT7,15.809699,1.4653882,2.6673907404762947e-56,1.578802863422557e-54
SSB,15.806998,1.2642753,2.7841892494396087e-56,1.6448254639472374e-54
SELENOK,15.803665,1.3729008,2.935421934820104e-56,1.7309038832608714e-54
SNRPF,15.803537,1.3682514,2.9413841430000426e-56,1.731159377847262e-54
SNU13,15.793203,1.3868563,3.4652386947163013e-56,2.03564894503306e-54
AMD1,15.7894745,1.4205686,3.67631714940663e-56,2.1556023645144383e-54
BSG,15.788183,1.3439922,3.752351467829611e-56,2.1960724637236068e-54
UQCRQ,15.77864,1.441137,4.364944978961762e-56,2.5498282133632788e-54
ANKRD11,15.775748,1.6221019,4.56948135639911e-56,2.654453260671847e-54
CYLD,15.77579,1.4745269,4.566447749501417e-56,2.654453260671847e-54
PABPC4,15.775942,1.3805704,4.55554336464496e-56,2.654453260671847e-54
YWHAE,15.772513,1.3203949,4.809677879264655e-56,2.788811556993623e-54
NINJ1,15.763738,1.6822019,5.5265316071688645e-56,3.198544013901374e-54
GHITM,15.755711,1.3205384,6.275009404283066e-56,3.6250335693266986e-54
PFDN6,15.75505,1.5603354,6.340903218807534e-56,3.656353972082554e-54
RAC1,15.747742,1.3659015,7.117789779830302e-56,4.096785216843136e-54
MRPL3,15.74219,1.8420703,7.770654478997578e-56,4.464347933796205e-54
APRT,15.739851,1.4302921,8.063360919318569e-56,4.6240273579630716e-54
NR1H2,15.737035,1.4779959,8.430199272121537e-56,4.825557027594103e-54
NDUFA3,15.736245,1.3219929,8.536132017583707e-56,4.8772779124555373e-54
CLTB,15.735864,1.5023268,8.587745447345029e-56,4.8978305592316975e-54
TMEM126A,15.7355175,1.6347268,8.634806424508555e-56,4.915716799232498e-54
KRT10,15.734622,1.3142627,8.75779043506592e-56,4.976681965741361e-54
BUD23,15.733467,1.4305606,8.919070318435857e-56,5.0591487452997306e-54
HNRNPA3,15.731954,1.3239738,9.134888448653433e-56,5.1721969659274436e-54
ABT1,15.728147,1.5331168,9.700993588165571e-56,5.482812459188668e-54
ATP5F1,15.720781,1.2858466,1.089715710574938e-55,6.147763714200339e-54
TUBA1C,15.720482,1.4644295,1.0948843379372233e-55,6.165813580063381e-54
PDCD2,15.717202,1.444742,1.1530329281072555e-55,6.481618314536137e-54
DAD1,15.713325,1.3048306,1.2257976111782354e-55,6.878306273046905e-54
DPP7,15.713123,1.349643,1.2296959056742056e-55,6.887836941424875e-54
C19orf53,15.712359,1.3794204,1.2445894370317027e-55,6.958810689803509e-54
LSP1,15.704114,1.3727257,1.4174326879052147e-55,7.911093563458141e-54
NAA20,15.703421,1.5650387,1.4330262046631102e-55,7.983893860179117e-54
TRAF1,15.7027855,1.7526666,1.4474503716154703e-55,8.049932253224154e-54
CD82,15.702389,1.770794,1.456520760985833e-55,8.086014458728265e-54
THRAP3,15.694181,1.2767583,1.6576743061357036e-55,9.186449592816817e-54
SLC3A2,15.693993,1.4453458,1.662610104782973e-55,9.197523849975205e-54
GALM,15.676821,2.0069199,2.178915377974454e-55,1.2032454920592263e-53
GADD45GIP1,15.669433,1.3511556,2.4475490883222136e-55,1.3492114349376202e-53
CD164,15.663661,1.295703,2.680151371882596e-55,1.474836899912407e-53
LSM1,15.658892,1.4118164,2.888886916383626e-55,1.5869111971734686e-53
SNX10,15.648862,2.1968808,3.382135945573827e-55,1.8546069805930316e-53
SF1,15.6469145,1.2786348,3.487227589847314e-55,1.9088913123375742e-53
OSTC,15.6457,1.305764,3.554364695407805e-55,1.9422462997890714e-53
SRP72,15.642042,1.6160448,3.764589638244465e-55,2.053537738032621e-53
ANKRD12,15.640805,1.3347143,3.838433862121648e-55,2.0901774375111465e-53
RCN2,15.640688,1.606632,3.84551732614026e-55,2.090399184006557e-53
AIP,15.640124,1.4664012,3.8797251437450886e-55,2.105339237015641e-53
UBALD2,15.636277,1.9121406,4.121300575914821e-55,2.232561286028875e-53
RWDD1,15.628438,1.2709994,4.660876220780507e-55,2.5204956018801117e-53
AC005262.1,15.624013,1.4421715,4.9960145791725126e-55,2.6970726291115613e-53
SNX9,15.618425,1.9738625,5.453580709361082e-55,2.938893727886669e-53
CCDC124,15.618319,1.5532745,5.462732425122294e-55,2.938893727886669e-53
RAB27A,15.616591,1.6177518,5.612733308692432e-55,3.0144132526323966e-53
RUNX3,15.613341,1.5104904,5.9060985973102165e-55,3.166538581855825e-53
CCT4,15.608417,1.3178859,6.3800490274338306e-55,3.4147985486834303e-53
DYNLRB1,15.602006,1.2593893,7.054236009008026e-55,3.7692010866561485e-53
SPCS2,15.601602,1.294984,7.099091294087951e-55,3.7867060904461297e-53
HMGN2,15.600484,1.5088334,7.224447154254203e-55,3.847018109640363e-53
NDFIP2,15.596681,1.9375005,7.667831470644882e-55,4.0761879656597946e-53
RAB11FIP1,15.596259,2.2070248,7.718598795516735e-55,4.0962211336682114e-53
LY6E,15.590364,1.3065678,8.464954210580638e-55,4.484706959179194e-53
DBNL,15.586197,1.656091,9.035563662805908e-55,4.778927936589794e-53
CBX6,15.57593,1.4402893,1.060985585014409e-54,5.602111239862759e-53
SF3B2,15.566074,1.2398018,1.237738638520679e-54,6.5243829142627915e-53
RNASEH2C,15.564171,1.4563596,1.2751158036872278e-54,6.7101093998740825e-53
AUP1,15.563072,1.3888488,1.297195229034629e-54,6.8148456067622935e-53
HTATIP2,15.561347,1.5503051,1.3326445070005494e-54,6.989352120384289e-53
MRPL36,15.555051,1.5888352,1.47037334035195e-54,7.698805963170554e-53
DNAJC15,15.551921,1.5484118,1.5440344723883937e-54,8.070995553414524e-53
TIMM8B,15.550101,1.4510838,1.5885371357934243e-54,8.289781043137985e-53
REEP5,15.548537,1.3274055,1.6278040691936926e-54,8.4805612663101e-53
PRDX3,15.544651,1.5717661,1.7296294528087543e-54,8.996084351643672e-53
PSMD2,15.542617,1.5306277,1.7854064493930798e-54,9.2707896081172e-53
PPP1R14B,15.535034,1.6769354,2.009648571785123e-54,1.0409185430789542e-52
MCL1,15.534982,1.2990228,2.0112922569153565e-54,1.0409185430789542e-52
NDUFB9,15.529038,1.2481475,2.2066406052389854e-54,1.14013405925145e-52
DAZAP2,15.52217,1.2323172,2.456015539830787e-54,1.266891310834296e-52
ICOS,15.517768,2.6280212,2.6304360876349594e-54,1.3546313213805628e-52
CISD2,15.513263,1.4281241,2.821700878899599e-54,1.4507434518756214e-52
H2AFZ,15.510721,1.399967,2.935615191606244e-54,1.506836840399723e-52
EMG1,15.508315,1.7729912,3.0477341335825093e-54,1.5618265704844837e-52
PRRC2C,15.507822,1.2956127,3.0712058713579503e-54,1.5712831215373985e-52
EMC10,15.503205,1.6321524,3.300076254974791e-54,1.685622962797972e-52
FUS,15.502698,1.2846842,3.326242814990579e-54,1.696221315637948e-52
WDR18,15.489803,2.205449,4.0653453491633535e-54,2.0697565565472156e-52
NOP56,15.488159,1.4774572,4.1706091812780045e-54,2.1199016895291493e-52
TNF,15.485396,2.7364802,4.3537227346403635e-54,2.20939080298743e-52
LSM10,15.484394,1.384372,4.422092764652199e-54,2.24045544585801e-52
BATF3,15.483692,2.0530064,4.470645249267892e-54,2.2613953699487396e-52
PDIA3,15.480199,1.271828,4.720102585876218e-54,2.383727936554359e-52
SNRPA1,15.478658,1.4856479,4.8345186864380676e-54,2.4375783347997153e-52
VDAC3,15.478484,1.5249683,4.847611469439932e-54,2.4402502044957188e-52
ZMAT2,15.474805,1.4146743,5.132870863657964e-54,2.5797001542856262e-52
AKR1A1,15.462291,1.5532018,6.234123898059805e-54,3.1281514963485664e-52
PDCD6,15.456958,1.371553,6.772246048512711e-54,3.392732736399704e-52
PCED1B-AS1,15.454068,1.3173168,7.082791572197866e-54,3.542640366087658e-52
FIBP,15.451419,1.6844658,7.380098392857472e-54,3.685458704605427e-52
RPS7P1,15.448655,1.4682605,7.70334795492955e-54,3.840756812369413e-52
SH2D1A,15.4462385,1.5729458,7.997669781373289e-54,3.981161184810478e-52
RNF181,15.4437685,1.1826937,8.309940031030413e-54,4.1300401954221155e-52
POLR2E,15.442553,1.5097399,8.468120767563737e-54,4.2019862021107474e-52
TIMM44,15.440999,1.8554355,8.674580108613586e-54,4.297623066151899e-52
DUSP5,15.438096,2.0737,9.074005908757003e-54,4.4884075672842104e-52
CD320,15.437827,1.9730513,9.111832249683498e-54,4.500009141480126e-52
FUBP1,15.435528,1.7021583,9.442523229238467e-54,4.655981808357254e-52
UGP2,15.433515,1.4979489,9.741705627217383e-54,4.795951963739048e-52
